InscClaimAmtReimbursed_sum,InscClaimAmtReimbursed_mean,InscClaimAmtReimbursed_max,ClaimDuration_days_mean,ClaimDuration_days_max,is_inpatient_sum,is_outpatient_sum,BeneID_nunique,ClaimID_nunique,total_claims,unique_beneficiaries,inpatient_share,outpatient_share,claims_per_beneficiary,is_fraud
360,60.0,100,0.0,0,0,6,3,6,6,3,0.0,1.0,2.0,0
4420,232.6315789473684,1600,1.5789473684210527,20,0,19,16,19,19,16,0.0,1.0,1.1875,0
10660,236.88888888888889,3300,0.9777777777777777,15,0,45,41,45,45,41,0.0,1.0,1.0975609756097562,0
5010,417.5,3100,3.6666666666666665,20,0,12,12,12,12,12,0.0,1.0,1.0,0
15340,730.4761904761905,9010,1.2380952380952381,20,0,21,20,21,21,20,0.0,1.0,1.05,0
155180,310.9819639278557,3300,1.6673346693386772,20,0,499,398,499,499,398,0.0,1.0,1.2537688442211055,0
4660,466.0,3300,2.0,20,0,10,10,10,10,10,0.0,1.0,1.0,0
1560,156.0,400,0.6,4,0,10,10,10,10,10,0.0,1.0,1.0,0
51000,17000.0,38000,14.0,35,3,0,3,3,3,3,1.0,0.0,1.0,0
9910,235.95238095238096,1700,0.8333333333333334,17,0,42,38,42,42,38,0.0,1.0,1.105263157894737,0
2890,321.1111111111111,1400,0.0,0,0,9,9,9,9,9,0.0,1.0,1.0,0
100,50.0,100,0.0,0,0,2,2,2,2,2,0.0,1.0,1.0,0
6260,417.3333333333333,3300,1.9333333333333333,20,0,15,15,15,15,15,0.0,1.0,1.0,0
50,25.0,30,0.0,0,0,2,2,2,2,2,0.0,1.0,1.0,0
3200,400.0,1600,0.75,4,0,8,8,8,8,8,0.0,1.0,1.0,0
1610,161.0,500,0.7,7,0,10,10,10,10,10,0.0,1.0,1.0,0
15560,219.1549295774648,3300,1.8309859154929577,20,0,71,66,71,71,66,0.0,1.0,1.0757575757575757,0
2930,586.0,2100,4.0,20,0,5,5,5,5,5,0.0,1.0,1.0,0
520,74.28571428571429,200,0.0,0,0,7,7,7,7,7,0.0,1.0,1.0,0
5330,666.25,3300,2.5,20,0,8,8,8,8,8,0.0,1.0,1.0,0
70,70.0,70,0.0,0,0,1,1,1,1,1,0.0,1.0,1.0,0
860,172.0,400,0.0,0,0,5,3,5,5,3,0.0,1.0,1.6666666666666667,0
3130,447.14285714285717,1400,0.0,0,0,7,7,7,7,7,0.0,1.0,1.0,0
1190,148.75,500,0.0,0,0,8,8,8,8,8,0.0,1.0,1.0,0
7430,371.5,2200,1.0,20,0,20,19,20,20,19,0.0,1.0,1.0526315789473684,0
430,86.0,200,0.0,0,0,5,5,5,5,5,0.0,1.0,1.0,0
12410,264.0425531914894,3000,1.2127659574468086,20,0,47,44,47,47,44,0.0,1.0,1.0681818181818181,0
12490,416.3333333333333,1800,1.0,20,0,30,30,30,30,30,0.0,1.0,1.0,0
16000,8000.0,8000,9.5,17,2,0,2,2,2,2,1.0,0.0,1.0,0
26000,26000.0,26000,9.0,9,1,0,1,1,1,1,1.0,0.0,1.0,0
27000,9000.0,17000,4.333333333333333,6,3,0,3,3,3,3,1.0,0.0,1.0,0
29000,5800.0,13000,8.2,20,5,0,5,5,5,5,1.0,0.0,1.0,0
10000,5000.0,5000,2.5,3,2,0,2,2,2,2,1.0,0.0,1.0,0
12000,12000.0,12000,1.0,1,1,0,1,1,1,1,1.0,0.0,1.0,0
19000,19000.0,19000,1.0,1,1,0,1,1,1,1,1.0,0.0,1.0,0
132000,16500.0,33000,13.625,35,8,0,8,8,8,8,1.0,0.0,1.0,0
5000,5000.0,5000,3.0,3,1,0,1,1,1,1,1.0,0.0,1.0,0
94020,1567.0,19000,2.95,20,11,49,38,60,60,38,0.18333333333333332,0.8166666666666667,1.5789473684210527,0
90210,1503.5,22000,1.8166666666666667,35,10,50,47,60,60,47,0.16666666666666666,0.8333333333333334,1.2765957446808511,0
117200,1055.855855855856,18000,1.5855855855855856,35,11,100,87,111,111,87,0.0990990990990991,0.9009009009009009,1.2758620689655173,1
6330,175.83333333333334,2600,0.6666666666666666,14,0,36,15,36,36,15,0.0,1.0,2.4,0
2153990,1522.2544169611308,57000,1.9201413427561838,35,200,1215,659,1415,1415,659,0.1413427561837456,0.8586572438162544,2.1471927162367224,1
83630,483.4104046242775,9000,1.5260115606936415,20,4,169,58,173,173,58,0.023121387283236993,0.976878612716763,2.9827586206896552,0
76240,2242.3529411764707,18000,2.264705882352941,20,10,24,26,34,34,26,0.29411764705882354,0.7058823529411765,1.3076923076923077,0
23500,11750.0,23000,3.0,6,1,1,2,2,2,2,0.5,0.5,1.0,0
521330,4137.539682539683,57000,3.5476190476190474,35,51,75,101,126,126,101,0.40476190476190477,0.5952380952380952,1.2475247524752475,1
22560,265.4117647058824,2800,1.2352941176470589,20,0,85,71,85,85,71,0.0,1.0,1.1971830985915493,0
3590,326.3636363636364,1500,3.8181818181818183,20,0,11,10,11,11,10,0.0,1.0,1.1,0
154930,1780.8045977011495,27000,1.7586206896551724,20,18,69,76,87,87,76,0.20689655172413793,0.7931034482758621,1.144736842105263,0
21740,255.76470588235293,3300,1.0235294117647058,20,0,85,76,85,85,76,0.0,1.0,1.118421052631579,0
40570,548.2432432432432,7000,2.2837837837837838,20,2,72,62,74,74,62,0.02702702702702703,0.972972972972973,1.1935483870967742,0
38550,405.7894736842105,14800,1.7473684210526317,20,0,95,80,95,95,80,0.0,1.0,1.1875,0
99660,7118.571428571428,28000,4.142857142857143,20,8,6,12,14,14,12,0.5714285714285714,0.42857142857142855,1.1666666666666667,0
151960,7236.190476190476,84000,2.142857142857143,20,4,17,19,21,21,19,0.19047619047619047,0.8095238095238095,1.105263157894737,0
92390,1490.1612903225807,43000,2.629032258064516,20,3,59,55,62,62,55,0.04838709677419355,0.9516129032258065,1.1272727272727272,0
270170,1902.605633802817,29000,2.6338028169014085,29,26,116,123,142,142,123,0.18309859154929578,0.8169014084507042,1.1544715447154472,0
16270,271.1666666666667,2200,1.2666666666666666,20,0,60,52,60,60,52,0.0,1.0,1.1538461538461537,0
218170,4958.409090909091,57000,4.75,31,18,26,37,44,44,37,0.4090909090909091,0.5909090909090909,1.1891891891891893,1
5270,135.12820512820514,1100,0.6153846153846154,20,0,39,35,39,39,35,0.0,1.0,1.1142857142857143,0
45770,286.0625,3300,1.58125,20,0,160,84,160,160,84,0.0,1.0,1.9047619047619047,0
102900,1118.4782608695652,33000,1.6630434782608696,20,10,82,82,92,92,82,0.10869565217391304,0.8913043478260869,1.1219512195121952,0
12870,919.2857142857143,6000,0.42857142857142855,4,2,12,14,14,14,14,0.14285714285714285,0.8571428571428571,1.0,0
43180,351.0569105691057,13000,0.8130081300813008,20,2,121,90,123,123,90,0.016260162601626018,0.983739837398374,1.3666666666666667,0
50760,642.5316455696203,18000,2.0253164556962027,20,2,77,31,79,79,31,0.02531645569620253,0.9746835443037974,2.5483870967741935,0
131340,237.50452079566003,6600,1.2513562386980108,20,0,553,387,553,553,387,0.0,1.0,1.4289405684754521,0
175720,3029.655172413793,59000,1.4827586206896552,20,10,48,48,58,58,48,0.1724137931034483,0.8275862068965517,1.2083333333333333,0
133980,1999.7014925373135,20000,1.7164179104477613,20,14,53,60,67,67,60,0.208955223880597,0.7910447761194029,1.1166666666666667,0
141190,2393.0508474576272,53000,1.8644067796610169,20,10,49,54,59,59,54,0.1694915254237288,0.8305084745762712,1.0925925925925926,0
59840,267.14285714285717,3300,1.3883928571428572,20,0,224,186,224,224,186,0.0,1.0,1.2043010752688172,0
20250,519.2307692307693,5060,1.3333333333333333,16,0,39,34,39,39,34,0.0,1.0,1.1470588235294117,0
89470,345.44401544401546,5020,1.393822393822394,20,0,259,200,259,259,200,0.0,1.0,1.295,0
77330,1310.677966101695,24000,1.8135593220338984,20,8,51,51,59,59,51,0.13559322033898305,0.864406779661017,1.1568627450980393,0
279860,742.3342175066313,51000,1.7135278514588859,21,17,360,223,377,377,223,0.04509283819628647,0.9549071618037135,1.6905829596412556,0
196120,1167.3809523809523,57000,1.3869047619047619,20,15,153,109,168,168,109,0.08928571428571429,0.9107142857142857,1.5412844036697249,0
145170,2073.8571428571427,33000,1.8,20,15,55,62,70,70,62,0.21428571428571427,0.7857142857142857,1.1290322580645162,0
25700,329.4871794871795,3300,1.6282051282051282,20,0,78,46,78,78,46,0.0,1.0,1.6956521739130435,0
37360,4670.0,29000,3.25,15,3,5,8,8,8,8,0.375,0.625,1.0,0
46300,503.2608695652174,3300,3.032608695652174,20,0,92,38,92,92,38,0.0,1.0,2.4210526315789473,0
14990,132.65486725663717,1300,0.9469026548672567,20,0,113,81,113,113,81,0.0,1.0,1.3950617283950617,0
3970,180.45454545454547,800,3.5454545454545454,20,0,22,16,22,22,16,0.0,1.0,1.375,0
21200,240.9090909090909,2600,1.4090909090909092,20,0,88,64,88,88,64,0.0,1.0,1.375,0
1950,278.57142857142856,1200,2.857142857142857,20,0,7,6,7,7,6,0.0,1.0,1.1666666666666667,0
38630,1287.6666666666667,17000,2.5,25,3,27,27,30,30,27,0.1,0.9,1.1111111111111112,0
77090,1101.2857142857142,18000,1.1142857142857143,20,5,65,46,70,70,46,0.07142857142857142,0.9285714285714286,1.5217391304347827,0
31120,311.2,4060,1.16,20,0,100,53,100,100,53,0.0,1.0,1.8867924528301887,0
6230,168.3783783783784,1600,2.189189189189189,20,0,37,27,37,37,27,0.0,1.0,1.3703703703703705,0
107540,2068.076923076923,30000,2.2115384615384617,20,7,45,32,52,52,32,0.1346153846153846,0.8653846153846154,1.625,0
136910,1222.4107142857142,53000,1.25,28,6,106,63,112,112,63,0.05357142857142857,0.9464285714285714,1.7777777777777777,0
80710,1876.9767441860465,25000,0.9534883720930233,7,10,33,34,43,43,34,0.23255813953488372,0.7674418604651163,1.2647058823529411,0
36110,388.2795698924731,3000,1.3118279569892473,20,0,93,49,93,93,49,0.0,1.0,1.8979591836734695,0
39350,771.5686274509804,25000,0.7450980392156863,20,2,49,39,51,51,39,0.0392156862745098,0.9607843137254902,1.3076923076923077,0
113400,2314.285714285714,35000,3.0408163265306123,20,11,38,29,49,49,29,0.22448979591836735,0.7755102040816326,1.6896551724137931,0
3700,217.64705882352942,1300,3.411764705882353,20,0,17,13,17,17,13,0.0,1.0,1.3076923076923077,0
6940,187.56756756756758,2400,1.6216216216216217,20,0,37,21,37,37,21,0.0,1.0,1.7619047619047619,0
13790,394.0,2300,1.5714285714285714,20,0,35,31,35,35,31,0.0,1.0,1.1290322580645162,0
3790,210.55555555555554,1000,0.05555555555555555,1,0,18,17,18,18,17,0.0,1.0,1.0588235294117647,0
16010,762.3809523809524,6000,3.3333333333333335,20,3,18,18,21,21,18,0.14285714285714285,0.8571428571428571,1.1666666666666667,0
28790,625.8695652173913,7000,2.1739130434782608,20,4,42,29,46,46,29,0.08695652173913043,0.9130434782608695,1.5862068965517242,0
